;all_texts;ats;texts;hashtags
81;@_Nataliea @GoodEggs The package has a 10 day refrigerated shelf-life once it has been thawed.  Once you've opened the package, however, they should be cooked and eaten within 2-3 days. Cooking instructions are on the back of the package. We recommend cooking the patties for 3 minutes each side.;['_nataliea', 'goodeggs'];['the', 'package', 'has', 'a', '10', 'day', 'refrigerated', 'shelf', 'once', 'it', 'has', 'been', 'thawed', 'once', 'you', 'opened', 'the', 'package', 'however', 'they', 'should', 'be', 'cooked', 'and', 'eaten', 'within', '2', 'days', 'cooking', 'instructions', 'are', 'on', 'the', 'back', 'of', 'the', 'package', 'we', 'recommend', 'cooking', 'the', 'patties', 'for', '3', 'minutes', 'each', 'side'];[]
82;"@B1BA The Beyond Burger is now offered at nearly 1,000 A&amp;Ws across Canada! We will be in Canadian grocery stores as soon as we can!";['b1ba'];['the', 'beyond', 'burger', 'is', 'now', 'offered', 'at', 'nearly', '1', 'a', 'across', 'canada', 'we', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];[]
83;"@kiwinvan The #BeyondBurger is now offered at nearly 1,000 A&amp;Ws across Canada! We are excited to grow internationally and will be in Canadian grocery stores as soon as we can!";['kiwinvan'];['the', 'beyondburger', 'is', 'now', 'offered', 'at', 'nearly', '1', 'a', 'across', 'canada', 'we', 'are', 'excited', 'to', 'grow', 'internationally', 'and', 'will', 'be', 'in', 'canadian', 'grocery', 'stores', 'as', 'soon', 'as', 'we', 'can'];['beyondburger']
84;@myklreinhart Hey Michael, you can look into our friends at https://t.co/ww64VUpH61 or Amazon Fresh as they're both able to accommodate online orders for Beyond Meat products ❤️🍔🌱;['myklreinhart'];['hey', 'michael', 'you', 'can', 'look', 'into', 'our', 'friends', 'at', 'https', 'or', 'amazon', 'fresh', 'as', 'they', 'both', 'able', 'to', 'accommodate', 'online', 'orders', 'for', 'beyond', 'meat', 'products'];[]
85;"@cinnamaldehyde @sproutsfm Good news, we are continuing to manufacture two flavors of our chicken strips.  We have noticed they are flying off shelves as we experience an all-time high in demand. We can assure you we are doing everything we can to keep shelves full.  Thank you for your support &amp; patience!";['cinnamaldehyde', 'sproutsfm'];['good', 'news', 'we', 'are', 'continuing', 'to', 'manufacture', 'two', 'flavors', 'of', 'our', 'chicken', 'strips', 'we', 'have', 'noticed', 'they', 'are', 'flying', 'off', 'shelves', 'as', 'we', 'experience', 'an', 'all', 'high', 'in', 'demand', 'we', 'can', 'assure', 'you', 'we', 'are', 'doing', 'everything', 'we', 'can', 'to', 'keep', 'shelves', 'full', 'thank', 'you', 'for', 'your', 'support', 'amp', 'patience'];[]
86;@Gertie_marie83 Thanks for reaching out! We're working hard to ramp up our production so we can feed all our hungry fans. We're in the final steps of finishing a new production facility that will more than triple our current production capacity.;['gertie_marie83'];['thanks', 'for', 'reaching', 'out', 'we', 'working', 'hard', 'to', 'ramp', 'up', 'our', 'production', 'so', 'we', 'can', 'feed', 'all', 'our', 'hungry', 'fans', 'we', 'in', 'the', 'final', 'steps', 'of', 'finishing', 'a', 'new', 'production', 'facility', 'that', 'will', 'more', 'than', 'triple', 'our', 'current', 'production', 'capacity'];[]
87;@WordMouthTruck 🙋 🙋 🙋;['wordmouthtruck'];[];[]
88;@lilmuggyy Thank you for your feedback. We'd like to understand your experience a little better. Please email us at ethanandteam@beyondmeat.com;['lilmuggyy', 'beyondmeat'];['thank', 'you', 'for', 'your', 'feedback', 'we', 'like', 'to', 'understand', 'your', 'experience', 'a', 'little', 'better', 'please', 'email', 'us', 'at'];[]
89;#FridayFeeling https://t.co/XeJSgNQJ5u;[];['fridayfeeling', 'https'];['fridayfeeling']
90;@OhLetsEat @VegNOutSD @suruchiavasthi Check out @PretzillaBuns for delicious plant-based pretzel buns!;['ohletseat', 'vegnoutsd', 'suruchiavasthi', 'pretzillabuns'];['check', 'out', 'for', 'delicious', 'plant', 'pretzel', 'buns'];[]
91;@wcsek @VegNOutSD @suruchiavasthi Hey Wanda!;['wcsek', 'vegnoutsd', 'suruchiavasthi'];['hey', 'wanda'];[]
92;@CharChristof The #BeyondBurger is currently on the menu at The Cafe at Tesco Extra's Bar Hill  location. Due to such high demand, we are taking steps to make sure that when we do launch in more places, we will be sure to have enough product to keep the shelves full. More updates soon!;['charchristof'];['the', 'beyondburger', 'is', 'currently', 'on', 'the', 'menu', 'at', 'the', 'cafe', 'at', 'tesco', 'extra', 'bar', 'hill', 'location', 'due', 'to', 'such', 'high', 'demand', 'we', 'are', 'taking', 'steps', 'to', 'make', 'sure', 'that', 'when', 'we', 'do', 'launch', 'in', 'more', 'places', 'we', 'will', 'be', 'sure', 'to', 'have', 'enough', 'product', 'to', 'keep', 'the', 'shelves', 'full', 'more', 'updates', 'soon'];['beyondburger']
93;@wcsek @VegNOutSD @suruchiavasthi @KingKullen We can't wait for your son to try The #BeyondBurger! Let us know what he thinks 😀;['wcsek', 'vegnoutsd', 'suruchiavasthi', 'kingkullen'];['we', 'can', 'wait', 'for', 'your', 'son', 'to', 'try', 'the', 'beyondburger', 'let', 'us', 'know', 'what', 'he', 'thinks'];['beyondburger']
94;@wcsek Our products are in over 25,000 retail stores nationwide! Check out our store locator to find the closest retailer near you: https://t.co/DpCtErzqfZ;['wcsek'];['our', 'products', 'are', 'in', 'over', '25', 'retail', 'stores', 'nationwide', 'check', 'out', 'our', 'store', 'locator', 'to', 'find', 'the', 'closest', 'retailer', 'near', 'you', 'https'];[]
95;@ChelseyEdwards5 Love this 😍;['chelseyedwards5'];['love', 'this'];[]
96;@lcmartin_linda @kiwinvan Thanks for reaching out.  @AWCanada has created a mailing list to notify customers when they are restocked: https://t.co/qmWB7NHaOp  Hope this helps!;['lcmartin_linda', 'kiwinvan', 'awcanada'];['thanks', 'for', 'reaching', 'out', 'has', 'created', 'a', 'mailing', 'list', 'to', 'notify', 'customers', 'when', 'they', 'are', 'restocked', 'https', 'hope', 'this', 'helps'];[]
97;@meatymcsorley 🤣🤣🤣;['meatymcsorley'];[];[]
98;@JulieCarterHAPF @Asimovian13 So glad you enjoyed it!;['juliecarterhapf', 'asimovian13'];['so', 'glad', 'you', 'enjoyed', 'it'];[]
99;@bartupah @melanieanneee This is so great to hear! Can't wait for you to eat many more 😃;['bartupah', 'melanieanneee'];['this', 'is', 'so', 'great', 'to', 'hear', 'can', 'wait', 'for', 'you', 'to', 'eat', 'many', 'more'];[]
100;We've never related to a dog more. #Fridayfeeling https://t.co/8RLXcm70MH;[];['we', 'never', 'related', 'to', 'a', 'dog', 'more', 'fridayfeeling', 'https'];['fridayfeeling']
101;@BenLark22233247 @lemieuxdavid Thanks for sharing. We will pass your message along to the right team. We are always looking to better our products with the help of consumer feedback.;['benlark22233247', 'lemieuxdavid'];['thanks', 'for', 'sharing', 'we', 'will', 'pass', 'your', 'message', 'along', 'to', 'the', 'right', 'team', 'we', 'are', 'always', 'looking', 'to', 'better', 'our', 'products', 'with', 'the', 'help', 'of', 'consumer', 'feedback'];[]
102;"@ChrisB_MrTwit @Tesco We're seeing a much higher-than-expected demand for the Beyond Burger in the US &amp; where we’ve already placed it in the UK. We're taking steps to make sure that when we do launch, we will be sure to have enough product to keep the shelves full. We should be there later this year.";['chrisb_mrtwit', 'tesco'];['we', 'seeing', 'a', 'much', 'higher', 'demand', 'for', 'the', 'beyond', 'burger', 'in', 'the', 'us', 'amp', 'where', 'we', 'already', 'placed', 'it', 'in', 'the', 'uk', 'we', 'taking', 'steps', 'to', 'make', 'sure', 'that', 'when', 'we', 'do', 'launch', 'we', 'will', 'be', 'sure', 'to', 'have', 'enough', 'product', 'to', 'keep', 'the', 'shelves', 'full', 'we', 'should', 'be', 'there', 'later', 'this', 'year'];[]
103;@geminig420 Thanks for reaching out! Good news, the Beyond Meat Crumbles will still be available to our hungry fans. We can't wait to see the recipes you create 😊;['geminig420'];['thanks', 'for', 'reaching', 'out', 'good', 'news', 'the', 'beyond', 'meat', 'crumbles', 'will', 'still', 'be', 'available', 'to', 'our', 'hungry', 'fans', 'we', 'can', 'wait', 'to', 'see', 'the', 'recipes', 'you', 'create'];[]
104;@lilchilimama The love is mutual 😍;['lilchilimama'];['the', 'love', 'is', 'mutual'];[]
105;@CS6543 The #BeyondBurger will be launching in 350 Tesco Stores in the UK later this year. Stay tuned as we grow ❤️;['cs6543'];['the', 'beyondburger', 'will', 'be', 'launching', 'in', '350', 'tesco', 'stores', 'in', 'the', 'uk', 'later', 'this', 'year', 'stay', 'tuned', 'as', 'we', 'grow'];['beyondburger']
106;@whynotgoglobal @authenticfoodco The #BeyondBurger will be launching in 350 Tesco Stores in the UK later this year. Stay tuned as we grow!;['whynotgoglobal', 'authenticfoodco'];['the', 'beyondburger', 'will', 'be', 'launching', 'in', '350', 'tesco', 'stores', 'in', 'the', 'uk', 'later', 'this', 'year', 'stay', 'tuned', 'as', 'we', 'grow'];['beyondburger']
107;@veganstokes Sharing is caring!;['veganstokes'];['sharing', 'is', 'caring'];[]
108;@CEOemail Our #BeyondBurger is GMO-free, gluten-free, and soy-free 👍;['ceoemail'];['our', 'beyondburger', 'is', 'gmo', 'gluten', 'and', 'soy'];['beyondburger']
109;@FreeTheWeedTex So glad you enjoyed 😋;['freetheweedtex'];['so', 'glad', 'you', 'enjoyed'];[]
110;@JennyAFoy Thanks for your support Jennifer! We can't wait for our hungry fans to start experiencing the effects of our new production facility!;['jennyafoy'];['thanks', 'for', 'your', 'support', 'jennifer', 'we', 'can', 'wait', 'for', 'our', 'hungry', 'fans', 'to', 'start', 'experiencing', 'the', 'effects', 'of', 'our', 'new', 'production', 'facility'];[]
111;@Hawknana_ @LuLuWVU19 We are so happy to hear that Beyond Meat has been a part of your plant-based lifestyle to help keep your body feeling healthy. Thank you for sharing ❤️;['hawknana_', 'luluwvu19'];['we', 'are', 'so', 'happy', 'to', 'hear', 'that', 'beyond', 'meat', 'has', 'been', 'a', 'part', 'of', 'your', 'plant', 'lifestyle', 'to', 'help', 'keep', 'your', 'body', 'feeling', 'healthy', 'thank', 'you', 'for', 'sharing'];[]
112;"@hunnygale We are currently experiencing an all all-time high in demand and apologize for the difficulty finding product. We can assure you that we are doing everything we can to increase production and get the Crumbles back on the shelves near you. Thank you for your patience &amp; support!";['hunnygale'];['we', 'are', 'currently', 'experiencing', 'an', 'all', 'all', 'high', 'in', 'demand', 'and', 'apologize', 'for', 'the', 'difficulty', 'finding', 'product', 'we', 'can', 'assure', 'you', 'that', 'we', 'are', 'doing', 'everything', 'we', 'can', 'to', 'increase', 'production', 'and', 'get', 'the', 'crumbles', 'back', 'on', 'the', 'shelves', 'near', 'you', 'thank', 'you', 'for', 'your', 'patience', 'amp', 'support'];[]
113;@wafflewednesdae @WholeFoods Sorry to hear you're still having trouble finding Beyond Sausage. they're flying off the shelves a lot faster than we'd anticipated. We're doing everything we can to ramp up production and make sure they'll be in stock more consistently.;['wafflewednesdae', 'wholefoods'];['sorry', 'to', 'hear', 'you', 'still', 'having', 'trouble', 'finding', 'beyond', 'sausage', 'they', 'flying', 'off', 'the', 'shelves', 'a', 'lot', 'faster', 'than', 'we', 'anticipated', 'we', 'doing', 'everything', 'we', 'can', 'to', 'ramp', 'up', 'production', 'and', 'make', 'sure', 'they', 'be', 'in', 'stock', 'more', 'consistently'];[]
114;@oliisaacs The Beyond Burger is currently on the menu at The Cafe at Tesco Extra's Bar Hill location. Due to such high demand, we are taking steps to make sure that when we do launch in more places, we will be sure to have enough product to keep the shelves full. More updates soon!;['oliisaacs'];['the', 'beyond', 'burger', 'is', 'currently', 'on', 'the', 'menu', 'at', 'the', 'cafe', 'at', 'tesco', 'extra', 'bar', 'hill', 'location', 'due', 'to', 'such', 'high', 'demand', 'we', 'are', 'taking', 'steps', 'to', 'make', 'sure', 'that', 'when', 'we', 'do', 'launch', 'in', 'more', 'places', 'we', 'will', 'be', 'sure', 'to', 'have', 'enough', 'product', 'to', 'keep', 'the', 'shelves', 'full', 'more', 'updates', 'soon'];[]
115;@fionaleung The #BeyondBurger is currently on the menu at both The Cafe at Tesco Extra's Bar Hill location and will be launching in 350 Tesco Stores in the UK later this year. Stay tuned as we grow ❤️;['fionaleung'];['the', 'beyondburger', 'is', 'currently', 'on', 'the', 'menu', 'at', 'both', 'the', 'cafe', 'at', 'tesco', 'extra', 'bar', 'hill', 'location', 'and', 'will', 'be', 'launching', 'in', '350', 'tesco', 'stores', 'in', 'the', 'uk', 'later', 'this', 'year', 'stay', 'tuned', 'as', 'we', 'grow'];['beyondburger']
116;@kira_mn Demand is at an all-time high.  We're working hard to increase production and are in the final steps of finishing a new production facility. It will more than triple our current production capacity. We can't wait for our fans to start to see those effects!;['kira_mn'];['demand', 'is', 'at', 'an', 'all', 'high', 'we', 'working', 'hard', 'to', 'increase', 'production', 'and', 'are', 'in', 'the', 'final', 'steps', 'of', 'finishing', 'a', 'new', 'production', 'facility', 'it', 'will', 'more', 'than', 'triple', 'our', 'current', 'production', 'capacity', 'we', 'can', 'wait', 'for', 'our', 'fans', 'to', 'start', 'to', 'see', 'those', 'effects'];[]
117;"""My son's getting clean protein… and no cholesterol. He's growing like crazy right now so I want him to have that protein.""

Full @bbcnews feature on why our founder and CEO, Ethan Brown, lets his son eat a burger every day ⬇️.  

https://t.co/wuP1zhihmy";['bbcnews'];['my', 'son', 'getting', 'clean', 'protein', 'and', 'no', 'cholesterol', 'he', 'growing', 'like', 'crazy', 'right', 'now', 'so', 'i', 'want', 'him', 'to', 'have', 'that', 'protein', 'full', 'feature', 'on', 'why', 'our', 'founder', 'and', 'ceo', 'ethan', 'brown', 'lets', 'his', 'son', 'eat', 'a', 'burger', 'every', 'day', 'https'];[]
118;"@kdkdkd_kiran Thanks for reaching out! @AWCanada has created this link 
https://t.co/Kg3GBFShtq for fans to be added to their Beyond Meat mailing list and to be notified about product availability. Hope this helps!";['kdkdkd_kiran', 'awcanada'];['thanks', 'for', 'reaching', 'out', 'has', 'created', 'this', 'link', 'https', 'for', 'fans', 'to', 'be', 'added', 'to', 'their', 'beyond', 'meat', 'mailing', 'list', 'and', 'to', 'be', 'notified', 'about', 'product', 'availability', 'hope', 'this', 'helps'];[]
119;@CS6543 This is so great to hear, thank you so much for your support!;['cs6543'];['this', 'is', 'so', 'great', 'to', 'hear', 'thank', 'you', 'so', 'much', 'for', 'your', 'support'];[]
120;@lilveggiez Sorry to hear you're having trouble finding Beyond Sausage. We've noticed they fly off shelves. We're doing everything we can to ramp up production and make sure they'll be in stock more consistently. We hope you can bear with us while we work out the kinks!;['lilveggiez'];['sorry', 'to', 'hear', 'you', 'having', 'trouble', 'finding', 'beyond', 'sausage', 'we', 'noticed', 'they', 'fly', 'off', 'shelves', 'we', 'doing', 'everything', 'we', 'can', 'to', 'ramp', 'up', 'production', 'and', 'make', 'sure', 'they', 'be', 'in', 'stock', 'more', 'consistently', 'we', 'hope', 'you', 'can', 'bear', 'with', 'us', 'while', 'we', 'work', 'out', 'the', 'kinks'];[]
121;"Kellogg’s executive says the #FutureOfProtein is vegan at the Good Food Conference...  #MondayMotivation 💯 

https://t.co/TbRIluY4qA";[];['kellogg', 'executive', 'says', 'the', 'futureofprotein', 'is', 'vegan', 'at', 'the', 'good', 'food', 'conference', 'mondaymotivation', 'https'];['futureofprotein', 'mondaymotivation']
122;@IISuperwomanII 😋 😍;['iisuperwomanii'];[];[]
123;@DuckDuckBrick @BBCNews I'm sorry I don't have better news for you but in an effort to be able to keep up with consumer demand, we've decided to discontinue the Beast Burger to enable us to produce more popular Beyond Meat products.;['duckduckbrick', 'bbcnews'];['i', 'sorry', 'i', 'don', 'have', 'better', 'news', 'for', 'you', 'but', 'in', 'an', 'effort', 'to', 'be', 'able', 'to', 'keep', 'up', 'with', 'consumer', 'demand', 'we', 'decided', 'to', 'discontinue', 'the', 'beast', 'burger', 'to', 'enable', 'us', 'to', 'produce', 'more', 'popular', 'beyond', 'meat', 'products'];[]
