;full_text;created_at;retweet_count;favorite_count
601;"As a @wywfestival sponsor, we can give EVERYONE FREE TICKETS to the 3-day health, wellness and music festival by clicking here ➡️ https://t.co/fpKsXfQ7vS

First 70 to respond will also get FREE tickets to @jeweljk's VIP Concert at Opera House after Ethan's talk! https://t.co/BhrGTYHjqO";Fri Aug 16 16:50:53 +0000 2019;4;18
600;"#HotGrillSummer continues 🔥

Get this full Beyond Elote Burger recipe here ➡️ https://t.co/3x39uVnDyi https://t.co/O9ngvxI8Vc";Sat Aug 17 01:17:30 +0000 2019;38;272
599;@xthebarrettx yasss;Sat Aug 17 01:18:50 +0000 2019;0;0
598;#dedication https://t.co/VqsFdfj15z;Mon Aug 19 01:34:10 +0000 2019;5;114
597;@Plan9Alehouse Tastyyy 😋;Mon Aug 19 19:06:17 +0000 2019;1;2
596;@MuchoBurritoHQ We're caving in 😋;Mon Aug 19 19:09:37 +0000 2019;0;1
595;"What happens when you get a group of professional athletes, fitness experts, and @SnoopDogg together? Beyond Meat Trivia. 

Check out who knows most about Beyond Meat below. https://t.co/9sEWKYBZr5";Mon Aug 19 22:00:31 +0000 2019;77;413
594;@HonestSeth @METRO_DE @HonestTea 😍;Tue Aug 20 18:54:07 +0000 2019;0;4
593;@lifeinahammie @DelTaco Road trip!! https://t.co/p0NvtFnio8;Tue Aug 20 23:42:59 +0000 2019;0;2
592;"Tuesday grocery run - because Mondays are tough enough!  

Find #BeyondBeef at a store near you ➡️ https://t.co/26DDgDoPWe https://t.co/CnZqRjmr6N";Wed Aug 21 00:42:44 +0000 2019;24;146
591;@cakedoodle @BreeMurphy15 @CarlsJr Got to do what you got to do!;Wed Aug 21 00:50:20 +0000 2019;0;1
590;@lifeinahammie @DelTaco We would do the same. https://t.co/buJmOpz5IB;Wed Aug 21 18:46:04 +0000 2019;0;1
589;@mayasworld @CarlsJr Thank you for all of your support, you keep us going💚;Wed Aug 21 19:02:04 +0000 2019;0;3
588;@kwheels18 @CarlsJr Safe and sound 🙌;Wed Aug 21 19:14:19 +0000 2019;0;1
587;@G1RL3 If it's wrong then we don't want to be right!;Wed Aug 21 19:40:15 +0000 2019;1;2
586;@FoxyMoxyRR Hey Cruz, our products are available at more than 53,000 grocery stores, restaurants, hotels and universities across the globe! Find more locations near you here: https://t.co/26DDgDoPWe;Wed Aug 21 22:56:42 +0000 2019;0;1
585;"Fire up those grills! We've got your Labor Day feast covered with this ""No Labor"" Labor Day Kit from @mylkguys! 100% plant-based. 

Order it here: https://t.co/mVF5FRRdRv https://t.co/VNyHnejoxC";Thu Aug 22 23:57:16 +0000 2019;14;88
584;"""If everyone in the country reduced their consumption of beef, pork, and poultry by a quarter and substituted plant proteins, we’d save about 82 million metric tons of greenhouse gas emissions per year.""  https://t.co/0bcLYyMfuU";Fri Aug 23 00:33:18 +0000 2019;2374;3905
583;What would you do with a $100 shopping spree? The biggest gift card of all is still up for grabs to help you stock your grill. Tweet using #BeyondShelfieSweepstakes for a chance to win. *No purchase necessary. Full rules: https://t.co/5X08WvxuZF https://t.co/0jyALGhXij;Fri Aug 23 17:41:30 +0000 2019;24;127
582;@inmy_korner @ImpossibleFoods Changing to world one bite at a time💚🌎;Fri Aug 23 19:33:51 +0000 2019;1;2
581;#Hotgrillsummer - It's not goodbye, it's see you later! https://t.co/kW5LFV8uNF;Fri Aug 23 23:12:21 +0000 2019;12;145
580;KFC Leads As First National U.S. QSR To Test Plant-Based Chicken, In Partnership With Beyond Meat® https://t.co/4rsfp4F37c;Mon Aug 26 14:55:57 +0000 2019;228;897
579;Here for it 🙌 https://t.co/MoBY9b52KH;Mon Aug 26 16:18:04 +0000 2019;414;2565
578;@aragooon_ @Bobby_G_Lira Oh yes, we did!;Mon Aug 26 18:33:40 +0000 2019;0;23
577;@AliGhezelbash This is currently a test at one Atlanta location. Stay tuned for future updates!;Mon Aug 26 18:42:56 +0000 2019;0;10
576;"ICYMI: Tomorrow, Beyond Fried Chicken™ will make its debut in a limited one store test in Atlanta, GA, crowning @kfc as the 1st U.S. national QSR to introduce plant-based chicken! 

Learn more here ➡️ https://t.co/bzAPzt5HJQ https://t.co/ES35VOdSfA";Mon Aug 26 20:35:19 +0000 2019;196;718
575;@theepicburger Oh, we're talking a-brat it 😋;Mon Aug 26 21:29:30 +0000 2019;0;4
574;@feistysnakewmn They will be sold until supplies run out!;Tue Aug 27 00:04:50 +0000 2019;0;1
573;Who wants to fly to Atlanta with us tomorrow? https://t.co/Hq0LBFuKfw;Tue Aug 27 00:25:21 +0000 2019;142;2043
572;"Really digging this look @kfc. Atlantans, come get the first taste of #BeyondFriedChicken at this KFC near SunTrust Park in Atlanta, GA (while supplies last).

A Kentucky Fried Miracle. https://t.co/GqejCYbT0g";Tue Aug 27 14:21:11 +0000 2019;155;803
571;@firebudbrands @kfc Can't wait for you to try it!;Tue Aug 27 15:06:28 +0000 2019;0;2
570;👀 #BeyondFriedChicken https://t.co/24K1xzsD36;Tue Aug 27 17:20:53 +0000 2019;459;2228
569;@officialDannyT @TrejosTacos @foodandwine 💯🙌;Wed Aug 28 22:44:37 +0000 2019;0;3
568;@GrillosPickles @kfc Thanks, pickle friends💚;Wed Aug 28 23:33:52 +0000 2019;0;2
567;"Reigning Formula One world champion @LewisHamilton has launched @NeatBurger_, a plant-based burger chain serving Beyond Burgers! 

https://t.co/rLTUyVxEPE";Thu Aug 29 19:51:59 +0000 2019;110;602
566;"""The path to recovery goes beyond rehab. What you feed your body matters and to know that what you're intaking is beneficial to your body is all the satisfaction I need."" - @VicOladipo #BeyondAmbassador https://t.co/mnpRgRsK23";Fri Aug 30 00:19:14 +0000 2019;42;248
565;@ByKellyCohen @anneejohnson9 @chefspike Hi Kelly, we can help you out! Shoot us an email at ethanandteam@BeyondMeat.com and we will connect you with the appropriate team member.;Fri Aug 30 16:38:45 +0000 2019;0;3
564;"Three-day weekend = triple-stacked sliders 
#BeyondBeef #LDW

Full recipe here: https://t.co/ZN8Ti8XakA https://t.co/SJp1RvuLRJ";Fri Aug 30 19:50:04 +0000 2019;13;132
563;@_Edez Share with us, please!🤤;Tue Sep 03 20:55:36 +0000 2019;0;1
562;@rokdawg Thank you for sharing this with us, Arthur.  We'd like to look into this and get more details. Please email us at Ethanandteam@beyondmeat.com with any info and photos you have. Thank you!;Tue Sep 03 21:23:23 +0000 2019;0;0
561;"We sat down with Beyond Ambassador @VicOladipo to chat about his latest path to recovery after rupturing his quad tendon this past NBA season. ""It goes beyond just rehab."" #GoBeyond

Learn more here: https://t.co/UIhEqL4krI https://t.co/6KX1jLILBB";Tue Sep 03 23:00:08 +0000 2019;10;73
560;"BIG day today - Beyond Meatball™ Marinara is now available in over 600 @SUBWAY restaurants! This sub offers the same mouthwatering flavor as Subway's traditional meatball sub and is packed with protein – 24 grams per six-inch sub.

Locations here ➡️ https://t.co/fK1ZhE3hV1 https://t.co/asC6w8lrOO";Thu Sep 05 21:18:38 +0000 2019;345;1422
559;"@dunkindonuts .@DunkinDonuts you got that right! On Sep 16th @gcmovie is hosting a ONE NIGHT ONLY global premiere in 1000+ theaters! Every screening even includes an ""after show"" — w/legendary filmmaker James Cameron. Time to grab your ticket &amp; meet us there: https://t.co/puqj7AjF7U";Fri Sep 06 15:02:31 +0000 2019;7;27
558;@CAFortuneNSB Those are some good looking hats😏 So happy to be a part of the fam!;Fri Sep 06 19:09:08 +0000 2019;0;0
557;@MeltBarGrilled *Cleans drool off of screen*;Fri Sep 06 19:10:33 +0000 2019;0;1
556;@brianjesposito @nedsegal @biz @Twitter @bonappetweet Thank you for your support, Brian!;Fri Sep 06 23:46:19 +0000 2019;0;2
555;"We’re beyond excited to partner with @HelloFresh to bring the Beyond Burger to more families across North America! Don't miss out on the Goudalicious Beyond Burger™️ paired with potato wedges and creamy mustard aioli on next week's menu.  

Learn more ➡️ https://t.co/RqbTqN769f https://t.co/olHabcYigk";Tue Sep 10 00:10:26 +0000 2019;33;216
554;@__oblivion @xenemymind Sounds so good! Let us know how it turns out 😋;Tue Sep 10 01:43:52 +0000 2019;0;0
553;@RobertKasak @BalkingHard @Drake Does one need anything else? 🤔;Tue Sep 10 17:50:39 +0000 2019;0;2
552;"The Beyond Famous Star is now available at @CarlsJrCA! Buy one Beyond Famous Star with Cheese, get one FREE! This week only (Sep. 9 -15)  🔥 #FlavoredByFire 

*While Supplies last at participating restaurants. Limit 1 offer per day per person. In-store only. https://t.co/r9RLXpylnN";Tue Sep 10 18:51:10 +0000 2019;36;212
551;"“Once I had my first Beyond Meat Burger I couldn’t stop eating it.” - @VicOladipo

#GoBeyond #BeyondAmbassador https://t.co/g3yENCpITB";Tue Sep 10 23:05:11 +0000 2019;60;285
550;@Fact_eur @CarlsJrCA This BOGO is available in Canada only.;Wed Sep 11 16:49:00 +0000 2019;0;1
549;@Ready_Set_Veg Working on being accessible in as many places as we can,  including mainland China. Stay tuned as we grow!;Thu Sep 12 17:18:33 +0000 2019;0;5
548;@greenvegetarian We are!;Thu Sep 12 18:41:21 +0000 2019;0;1
547;Bye Bye Beef. Hello Beyond Beef. @justsalad https://t.co/QqHXgNUGah;Thu Sep 12 19:26:20 +0000 2019;30;285
546;@PLNTBurger Now that's a fan!;Thu Sep 12 23:05:26 +0000 2019;0;1
545;Congratulations @PLNTBurger on the Grand Opening today🎉  This is what #BeyondBurger dreams are made of! https://t.co/Tk7wGFsBEp;Thu Sep 12 23:54:51 +0000 2019;34;222
544;@MichaelSerrur @PLNTBurger Check out the @PLNTBurger menu here: https://t.co/gKyKz5YaC9;Fri Sep 13 00:07:34 +0000 2019;0;1
543;@QueDakaQdiesel @PLNTBurger 🙌;Fri Sep 13 00:31:41 +0000 2019;0;2
542;@curb892 😏;Fri Sep 13 16:46:16 +0000 2019;0;1
541;@Katriana74 @RoxyG1233 Love this! Can't wait to see what you and your son cook up 😋;Fri Sep 13 16:48:17 +0000 2019;0;0
540;"Beyond Beef® Teriyaki Stir-Fry with Brown Rice will be a featured @tovalafood meal kit when they make their QVC debut tomorrow!

Tune in tomorrow at 11 a.m. to see how you can make Beyond Meat meals with just a touch of a button in the Tovala Smart Oven! https://t.co/vUPvhfDL4T https://t.co/dHtp5Cs6mA";Fri Sep 13 18:37:18 +0000 2019;12;90
539;@tovalafood *Oops! Updated link here: https://t.co/nJCDZUUncn;Fri Sep 13 19:05:08 +0000 2019;4;9
538;.@officialDannyT's @TrejosTacos now serves Beyond Meat burritos and they are 🔥🤤 https://t.co/vE6BYTq2E1;Fri Sep 13 22:38:59 +0000 2019;111;722
537;"“Think Beyond what you thought a burger could be.” - @GrilldBurgers #GoBeyond
_____________________
This Australian burger chain has 4 delicious Beyond Burger builds to choose from AND offers a 2 for 1 Beyond Burger special on Mondays. Time for us to book a flight ✈️ https://t.co/v9ct1nQSfL";Sun Sep 15 21:44:19 +0000 2019;30;191
536;".@gcmovie is out in theatres TODAY!

Don’t have your tickets yet? There may still be time! 💪 Go to https://t.co/7z2QC8AlRU now to check availability in your region and join them for this spectacular one night only event! 👏

#teamgamechangers https://t.co/MTy4WEGWm7";Mon Sep 16 16:55:05 +0000 2019;12;51
535;@ash_willerton @NeatBurger_ @LewisHamilton You did a great job!;Mon Sep 16 20:43:01 +0000 2019;0;2
534;@KimberlyRomona We're so excited for you! https://t.co/VDfMNyQvPR;Tue Sep 17 00:04:22 +0000 2019;0;0
533;@MattMerk @allbetzroff @StoutBurgers We're here for you Matthew👊 @PizzaRev is always a good choice and has a location in Studio City.  For even more delicious recs check out our store locator here: https://t.co/26DDgDoPWe;Tue Sep 17 21:56:49 +0000 2019;0;2
532;"Did you guess right?
 #BeyondTrivia https://t.co/z9LO6ZqsW1";Tue Sep 17 23:53:12 +0000 2019;26;150
531;@TheHumaneLeague We'll be celebrating, after all, it's one of our favorite holidays 😋🍔 #NationalCheeseburgerDay;Wed Sep 18 18:43:17 +0000 2019;0;6
530;Say cheese! #NationalCheeseburgerDay https://t.co/6J0qGjF1TZ;Wed Sep 18 23:53:29 +0000 2019;75;477
529;@QueDakaQdiesel #truth;Thu Sep 19 00:34:04 +0000 2019;0;2
528;@leftofcentervil @lexKrasny Happy to report the cheese is plant based 😋;Thu Sep 19 04:06:33 +0000 2019;0;2
527;@ev @dunkindonuts Sorry, not sorry 😜;Fri Sep 20 17:06:21 +0000 2019;0;3
526;@learnedabroad @HappyCow @SUBWAY They are so good🤤;Fri Sep 20 17:07:10 +0000 2019;0;3
525;@ferraofficial @hoova_ Looking for some delicious #BeyodBeef? We've got you covered! Check out our locator to find grocery stores and restaurants that carry Beyond Meat near you: https://t.co/26DDgDoPWe;Fri Sep 20 17:08:45 +0000 2019;1;2
524;@etherealtype @TocayaOrganica So delicious! Happy anniversary 😍;Fri Sep 20 17:19:06 +0000 2019;0;1
523;"CHEERS! It's Friday! 

The Beyond Meatball™️ Marinara is now available in over 600 @SUBWAY restaurants. #BeyondMeatxSubway

Full list of locations here ➡️ https://t.co/fK1ZhE3hV1 https://t.co/rB4lpMZDKo";Fri Sep 20 23:31:43 +0000 2019;50;254
522;@Real_Cherie @SUBWAY Hey Cherie, The Beyond Meatball Marinara will be available at 5 locations in Nova Scotia as of Sep. 24th. Find the full list of locations here: https://t.co/fK1ZhE3hV1;Sat Sep 21 00:06:32 +0000 2019;0;1
521;@ideaconnect2 @SUBWAY You still can! Check out a list of stores and restaurants near you here: https://t.co/26DDgDoPWe;Sat Sep 21 00:07:11 +0000 2019;1;2
520;@StevePittelli @SUBWAY These states are just the beginning! With enough consumer support there are chances it will expand nationwide. You know what that means? Spread the word and get as many of your friends in participating areas to try it out 😋;Sat Sep 21 00:08:10 +0000 2019;0;5
519;@CheesePizzaJess @SUBWAY Exactly!;Sat Sep 21 00:27:13 +0000 2019;0;1
518;"#BeyondBurger Cheesesteak Sandwich. Yes, please. 

Now available at @VeggieGrill. https://t.co/0b3qKykLa1";Mon Sep 23 23:50:08 +0000 2019;57;516
517;@VGo07 @VeggieGrill 🙌;Tue Sep 24 00:27:34 +0000 2019;0;0
516;@jimgito So glad you enjoyed your first of, hopefully, many meals with Beyond Sausage!;Tue Sep 24 16:53:51 +0000 2019;0;1
515;@Rayycat2ys He's a keeper!;Tue Sep 24 21:09:31 +0000 2019;0;1
514;"Beyond Beef Mediterranean Skewers in just 20 minutes! 

Find #BeyondBeef in the meat case and this full recipe here ➡️ https://t.co/KioxJlGsXM https://t.co/v7RtYlx1Jz";Tue Sep 24 23:45:30 +0000 2019;33;203
513;@Libbster0103 @SUBWAY Pretty incredible, right?!;Wed Sep 25 20:02:47 +0000 2019;0;1
512;@b_etzig So proud 🙌;Wed Sep 25 20:03:43 +0000 2019;0;0
511;@CheesePizzaJess @SUBWAYCanada That's what we love to hear! Phone can eat first next time 😏;Wed Sep 25 22:16:51 +0000 2019;0;1
510;Say hello to the new P.L.T. from @mcdonaldscanada - a juicy, plant-based burger made with a Beyond Meat patty! The P.L.T. will be tested for 12 weeks in 28 McDonald’s restaurants in Southwestern Ontario, Canada starting 9/30. Learn more here ➡️ https://t.co/NiqjT4GX7A https://t.co/h9MZ3xrVvI;Thu Sep 26 11:07:50 +0000 2019;317;1227
509;@AriaNina_ @McDonaldsCanada 🙌;Thu Sep 26 11:44:46 +0000 2019;0;5
508;@CheesePizzaJess @McDonaldsCanada 😂 Thanks for all of your support, Jess!;Thu Sep 26 18:30:48 +0000 2019;0;3
507;.@McDonalds is the world's leading global foodservice retailer with 38,000+ locations in over 100 countries. Since Beyond Meat’s inception, our company has been dedicated to making plant-based options as accessible as possible, which becomes easier with tests such as the P.L.T. https://t.co/TGOjmYo4Sg;Thu Sep 26 21:01:44 +0000 2019;95;546
506;@_simplybee @McDonaldsCanada Great question! We believe there is a better way to feed the planet. Our mission is to create The Future of Protein® by offering mass-market solutions that perfectly replace animal protein with 100% plant-based protein. Learn even more here: https://t.co/BdeXQ681pc;Fri Sep 27 16:55:31 +0000 2019;0;5
505;"@casiestewart @AWCanada Your favorite #BeyondBurger burger &amp; it's Friday... Life is good 🙌";Fri Sep 27 17:22:53 +0000 2019;0;0
504;@Sidge85 So glad you enjoy the #BeyondBurger!;Fri Sep 27 17:42:21 +0000 2019;0;1
503;"Who else wants to take a road trip to Southwestern Ontario with us next week?
https://t.co/smSnINGSnk";Fri Sep 27 20:27:02 +0000 2019;50;483
502;"Following last summer's buzz-about arrival of the Beyond Burger to the UK, we’re excited to bring the sizzling sensation that is Beyond Sausage to over 450 @Tesco markets nationwide!
______________________
Learn more here: https://t.co/zMIFPoM6c6 https://t.co/j54ShbG6wp";Sat Sep 28 13:00:36 +0000 2019;34;222
501;@daiyafoods @Tophersux @juliensolomita What our friends @daiyafoods said!;Mon Sep 30 17:11:30 +0000 2019;0;11
500;@sleebogdan @McDonalds @AM980News What a time to be alive 🍔💚;Mon Sep 30 17:13:50 +0000 2019;0;1
499;@danielpunkass Creative! We dig it!;Mon Sep 30 17:50:21 +0000 2019;0;1
498;@lincolnmurphy Thanks for the feedback, we'd like to get to learn more! Please email us at Ethanandteam@BeyondMeat.com so we can get to the bottom of this.;Mon Sep 30 19:20:31 +0000 2019;0;2
497;@altonbrown Sounds like you're in need of some plant-based meat! We're here to help, check you DMs😏;Mon Sep 30 21:11:07 +0000 2019;0;15
496;@A_FiZzY158 Happyville is a good place to be, glad we could help get you there!;Mon Sep 30 21:15:38 +0000 2019;0;1
495;@SpicyUterus @emslilzoo We'd double like this if we could 😏;Mon Sep 30 21:16:28 +0000 2019;0;2
494;"""How Beyond Meat became the NBA's new Gatorade"" https://t.co/P7DGDhrkNz";Tue Oct 01 19:49:25 +0000 2019;55;285
493;@stuartjw_ @sryhma First of many😏 So happy you enjoyed!;Wed Oct 02 17:43:49 +0000 2019;1;3
492;@sctwea @McDonalds @yaffebellany Talk about a time to be alive 🙌;Wed Oct 02 17:45:14 +0000 2019;0;4
491;"@thecleanmachine That's the plan!😀🌎💚 
Check out which retailers and restaurants we're available in around the world here: https://t.co/26DDgDoPWe";Wed Oct 02 17:59:23 +0000 2019;0;0
490;@MattTarrant https://t.co/AFKeedRzA1;Wed Oct 02 18:02:20 +0000 2019;0;2
489;@NickyBurdi19 Stoked you got the package, Nick!🌱🍔👊;Wed Oct 02 18:31:04 +0000 2019;0;3
488;"Traveling just got even better! @CourtyardHotels as added the Beyond Burger to their Bistro Bar menu at nearly 1,000 hotels across North America.  

The announcement is Courtyard’s first brand-wide initiative to partner with a plant-based food company. Where should we go first?! https://t.co/Q0Kle7Ps8Q";Wed Oct 02 21:23:50 +0000 2019;38;308
487;@CourtyardHotels Learn more here➡️ https://t.co/x3OS0M4CGd;Wed Oct 02 21:25:23 +0000 2019;0;7
486;@VicOladipo @SUBWAY 🙌 Check out a full list of locations here: https://t.co/fK1ZhE3hV1;Wed Oct 02 21:35:27 +0000 2019;0;2
485;@MatthewHirtes @mesaylopez @LpaVisit @SimonTurkas @TheTanZelShow @Veganella_ @vegan @TheVeganSociety @Sexyfuntraveler @wevegan @vegansumer @DaveTheHerbi First of hopefully many 🙌 So glad you enjoyed it!;Thu Oct 03 15:51:22 +0000 2019;1;4
484;"#BeyondSausage is coming to Europe! So naturally, we surprised a bunch of Bremen, Germany football fans w/ our plant-based sausage for the first time. ⚽ Their reactions were priceless ⬇️

Europe - Look out for Beyond Sausage at Anuga, the world's largest food show, this weekend! https://t.co/70LTPApQay";Thu Oct 03 18:45:52 +0000 2019;96;449
483;@JakeCareyRand Correct!;Thu Oct 03 19:05:39 +0000 2019;0;6
482;Tomorrow is #NationalTacoDay - a day we can all agree is worth celebrating!🌮  Get a free Beyond Taco or Beyond Avocado Taco from @DelTaco with any purchase on October 4th. https://t.co/ZGmkB5q6zd;Thu Oct 03 21:18:23 +0000 2019;31;192
481;@NeakgreeN @KyrieIrving Love this!;Thu Oct 03 21:20:38 +0000 2019;0;1
480;@KMurTheGamer @The_Gamer_Doc @panerabread @BURGERFI https://t.co/VR2rjdOo1d;Thu Oct 03 21:22:11 +0000 2019;0;2
479;@Alpha_Kat Maybe you'll surprise yourself 😏;Thu Oct 03 22:25:18 +0000 2019;0;2
478;@Freshnique This makes us so happy!;Fri Oct 04 01:09:00 +0000 2019;1;1
477;"An excuse to eat FREE tacos... yes, please! 

Celebrate #NationalTacoDay with a free Beyond Taco or Beyond Avocado Taco with any purchase at @DelTaco. 

Coupon in the Del Taco App. Offer Valid on 10/4 only. https://t.co/4gJITdWPld";Fri Oct 04 16:00:47 +0000 2019;36;171
476;@MartysVBurger @PoodleandPooch @PositiveTails @SASFAPR This is what October is all about! #GiveBack;Fri Oct 04 16:19:22 +0000 2019;0;3
475;@_tlr_ That's what's up!;Fri Oct 04 18:48:31 +0000 2019;0;2
474;@tedatnight @heyitsSHMEY The Beyond Meatball Marinara is so good, highly recommend if you are in one of the test markets to try it! And if you're not, get your friends who do live near the test to try it so that it can go nationwide😏 Until then we think you'll like this recipe: https://t.co/OVmzFy4yPb;Fri Oct 04 23:13:02 +0000 2019;0;2
473;@CarlsJrCA The only thesis we'd actually read.;Sat Oct 05 00:00:32 +0000 2019;0;3
472;"Now that’s a tower we would climb.
The new P.L.T. available at select @McDonaldsCanada locations for a limited time.

More info here ➡️ https://t.co/7TpwFlo1X7 https://t.co/nQn6tr7jzX";Sun Oct 06 16:00:38 +0000 2019;19;200
471;@Veganbob Hey Bob, we are available at retail stores across the US and internationally. Here is a link to find a store near you, hope this helps! https://t.co/26DDgDoPWe;Mon Oct 07 21:35:05 +0000 2019;0;0
470;"#Blessed 

Find #BeyondSausage in stores near you ➡️ https://t.co/26DDgDoPWe 
@buttnanana https://t.co/STqUZOcaki";Tue Oct 08 00:37:28 +0000 2019;6;108
469;@BrendanKayes @UMO @ZSimperingham Ideal Sunday evening!;Tue Oct 08 16:29:03 +0000 2019;0;2
468;@MaryPlanAhead @buttnanana @Tesco Good news, Mary! #BeyondSausage is now available at 450 @Tesco locations in the UK. Learn more here: https://t.co/fS2FBpfQS3;Tue Oct 08 16:31:32 +0000 2019;0;1
467;@rosegoldcovered So happy you love them! Check out some of our favorite recipes using #BeyondSausage here: https://t.co/d1Ra55ce6x;Tue Oct 08 16:33:19 +0000 2019;0;1
466;Same. https://t.co/Ewnr4BncXt;Tue Oct 08 16:34:12 +0000 2019;7;120
465;@AidenAltiero This makes us BEYOND happy 💚;Tue Oct 08 16:35:17 +0000 2019;0;1
464;Carl’s Jr. Innovates on Best-selling Beyond Burger™ With the Launch of the New Beyond BBQ Cheeseburger | Business Wire https://t.co/JxL6nkCFwJ;Tue Oct 08 17:03:45 +0000 2019;29;261
463;"The Beyond Famous Star at @CarlsJr. is so good that our hungry fans have enjoyed 4.5 MILLION in the last year. It's time to take things to the next level. Say hello to the NEW Beyond BBQ Cheeseburger. 
Available TOMORROW, Oct. 9th, at all participating locations. https://t.co/rCZRJBGH1f";Tue Oct 08 18:15:50 +0000 2019;52;367
462;@CarlsJr Learn more about the Beyond BBQ Cheeseburger here ➡️ https://t.co/CPGL0nfQDo;Tue Oct 08 18:16:43 +0000 2019;4;25
461;@Xiemusic Yum!;Wed Oct 09 00:34:29 +0000 2019;0;1
460;@_capricunt @cornyxkitten It's true! Our products are free from soy, gluten, and GMOs! Learn more about Beyond Meat and where you can enjoy our products here: https://t.co/BdeXQ681pc;Wed Oct 09 00:35:44 +0000 2019;0;1
459;"Who else is getting a Beyond BBQ Cheeseburger today?! 
@CarlsJr https://t.co/hPUSZRFueY";Wed Oct 09 17:20:47 +0000 2019;22;172
458;@jstellzz Oh no. We would like to get to the bottom of this. Please email us at ethanandteam@beyondmeat.com so we can gather more details. Thank you.;Wed Oct 09 17:23:59 +0000 2019;0;0
457;@meatymcsorley Inspired by the new @CarlsJr Beyond BBQ Cheeseburger? We see you 😏;Wed Oct 09 17:24:50 +0000 2019;0;25
456;"@Wallfish Say it loud &amp; proud 🙌";Wed Oct 09 17:25:28 +0000 2019;0;1
455;@EmLikesBaseball The State Fair knows what's up!;Wed Oct 09 23:40:27 +0000 2019;0;1
454;@jon__117 Can't wait to hear about it!;Wed Oct 09 23:42:42 +0000 2019;0;0
453;@ItsJustAdam86 @CarlsJr Can't wait for you to share how it is!;Wed Oct 09 23:44:42 +0000 2019;0;2
452;"#BeyondBeef (&amp; Beyond Dog) appreciation post. 

Find a store near you here ➡️ https://t.co/26DDgDoPWe https://t.co/5PLBiZNySJ";Thu Oct 10 23:00:15 +0000 2019;12;184
451;"What you didn't know you needed - #BeyondSausage Corn Dogs. 

Full recipe here ➡️ https://t.co/GeGaCwUuHC https://t.co/fVrhgm4vlX";Fri Oct 11 22:53:05 +0000 2019;122;673
450;@SamuelBlondahl We love you too.;Fri Oct 11 23:16:30 +0000 2019;0;13
449;@SpicyUterus Yas girl 🙌;Tue Oct 15 16:25:20 +0000 2019;0;2
448;"Beyond Brats &amp; baseball - name a better duo. This ALCS series is heating up almost as much as the #BeyondSausage on @Bareburger grill. https://t.co/dMMOhviJer";Tue Oct 15 22:23:12 +0000 2019;21;181
447;@ButteryMountain @Bareburger Great questions! All of our products are non-GMO project verified and vegan certified by the vegetarian society.;Tue Oct 15 23:32:56 +0000 2019;0;2
446;@Aquagenius Thanks for reaching out.  Beyond Beef has a 10-day shelf life once it is thawed and a three-day shelf life once opened.  If you purchased this thawed and it did not come with a best-by sticker please contact us at ethanandteam@beyondmeat.com;Wed Oct 16 00:15:22 +0000 2019;1;1
445;".@Hardees fans…the wait was worth it! Starting today, Hardee’s will be offering Beyond Meat options for Breakfast 👏 Lunch 👏 AND Dinner👏Try the new Beyond Breakfast Sausage Biscuit &amp; the Original Beyond Thickburger in Raleigh, NC and Kansas City, MO. ➡️ https://t.co/g7eUDyZ9sI https://t.co/uufCL3M5PI";Wed Oct 16 14:40:03 +0000 2019;50;279
444;@Hardees 😍🙌💯;Wed Oct 16 14:42:04 +0000 2019;0;8
443;@thinkerofthings @Hardees Just Hardee’s right now. Carl’s Jr. did just announce an additional Beyond menu item- the Beyond BBQ Cheeseburger!;Wed Oct 16 14:52:55 +0000 2019;1;5
442;@lukewill77 @Hardees Always working to get as many delicious plant-based meats to shelf as we can. Stay tuned!;Wed Oct 16 14:54:36 +0000 2019;0;2
441;"@SunshineTaylo We are always looking for ways to bring the #FutureOfProtein to as many people as possible &amp; you can help! Be sure to share your excitement and have your friends in the participating areas share how much they've enjoyed these launches 🌱💚";Thu Oct 17 17:15:39 +0000 2019;0;1
440;"Making pasta dreams pastable.  Which product are you going BEYOND with tonight? #NationalPastaDay

Full recipes linked here ➡️ https://t.co/A7Hy30pGLg
🍔📸: @carrotflow https://t.co/NxbEavmXok";Thu Oct 17 23:00:22 +0000 2019;12;76
439;"The youth is our future! #Plantbased 

https://t.co/jH9g5VpXQl";Sat Oct 19 00:53:00 +0000 2019;28;145
438;.@dunkindonuts  Boom 💣 https://t.co/DNNUPaUohl;Mon Oct 21 15:15:41 +0000 2019;105;694
437;@dunkindonuts Countdown starts NOW.;Mon Oct 21 15:19:49 +0000 2019;1;20
436;@TOC_Fremont Love this! So happy you enjoyed dinner and our awesome team members 💚;Mon Oct 21 16:48:59 +0000 2019;0;1
435;@imamberzoe @BrewDog Looks so delicious!;Mon Oct 21 17:29:48 +0000 2019;0;1
434;@HelMcQ83 @imamberzoe @BrewDog This is great!;Mon Oct 21 17:29:58 +0000 2019;0;1
433;"@VeganBodegaCat drove 374 miles to try @SUBWAY new Beyond Meatball Marinara. #worthit 

The Beyond Meatball™️ Marinara is now available in over 600 Subway restaurants. Full list of locations here ➡️ https://t.co/fK1ZhE3hV1

#BeyondMeatxSubway https://t.co/Paes0g7JJz";Wed Oct 23 00:15:02 +0000 2019;28;190
432;@forevermelika YUM!;Wed Oct 23 16:07:49 +0000 2019;0;0
